timestamp,input_data,actual,predicted
2025-07-10 00:05:17,64.94798,65.168976,65.493614
2025-07-10 00:05:35,64.55933222222222,64.48694,65.108894
2025-07-10 00:05:51,61.42060375,61.054893,62.030212
2025-07-10 00:06:10,57.62443710526316,57.24328,58.210316
2025-07-10 00:06:25,53.11433990497567,52.590584,53.68084
2025-07-10 00:06:42,49.52570438685648,49.222248,49.792892
2025-07-10 00:06:58,47.5363174375,47.39242,47.795013
2025-07-10 00:07:18,49.9640303188095,50.22119,50.3471
2025-07-10 00:07:35,58.22489378637926,59.134922,58.89387
2025-07-10 00:07:51,69.87469625,71.21717,70.0291
2025-07-10 00:08:09,75.05542833333334,75.46713,74.2084
2025-07-10 00:08:24,70.1543370863614,69.429344,70.13242
2025-07-10 00:08:40,56.432871875,54.80831,56.953552
2025-07-10 00:08:56,48.15307254958122,47.33558,48.266666
2025-07-10 00:09:11,47.228154,47.337776,47.506866
2025-07-10 00:09:28,53.36106505882353,53.883877,53.94127
2025-07-10 00:09:43,56.1767528,56.504307,56.79684
2025-07-10 00:10:02,53.59257975879518,53.29244,54.17555
2025-07-10 00:10:21,45.7975372368421,45.067566,46.084946
2025-07-10 00:10:36,40.7775195,40.164658,42.07618
2025-07-10 00:10:52,39.0928315625,39.1499,41.315186
2025-07-10 00:11:08,41.22216173769638,41.57316,42.492867
2025-07-10 00:11:25,46.22040114705882,46.801308,46.732002
2025-07-10 00:11:42,53.68106011764706,54.45465,54.328167
2025-07-10 00:11:59,62.76192523529412,63.612267,63.442955
2025-07-10 00:12:15,66.81019840826177,67.20994,67.250404
2025-07-10 00:12:33,63.8205513474545,63.443954,64.402054
2025-07-10 00:12:50,55.23189575920077,54.301876,55.805637
2025-07-10 00:13:09,48.72766363157895,48.220596,48.963642
2025-07-10 00:13:28,46.17122847185244,46.100548,46.580624
2025-07-10 00:13:48,48.750162,49.015125,49.135555
2025-07-10 00:14:08,56.004101250000005,56.208344,56.661144
2025-07-10 00:14:28,52.4374702080486,52.060383,52.988155
2025-07-10 00:14:47,60.14590877434541,60.90921,60.8413
2025-07-10 00:15:05,65.33540432892084,65.8272,65.897316
2025-07-10 00:15:22,56.52888633072284,55.580578,57.097553
2025-07-10 00:15:42,52.6635140769683,52.37181,53.204945
2025-07-10 00:16:02,60.744451076308174,61.39008,61.43134
2025-07-10 00:16:18,63.68308805403677,63.92661,64.30773
2025-07-10 00:16:38,63.775648706121366,63.76055,64.3659
2025-07-10 00:16:57,71.9548386973362,72.79881,71.74285
2025-07-10 00:17:15,71.24121297000853,71.05175,71.10858
2025-07-10 00:17:31,57.68364130556376,57.06864,58.231285
2025-07-10 00:17:50,62.75538283996868,63.38724,63.396782
2025-07-10 00:18:08,71.09946113145024,71.499344,71.04246
2025-07-10 00:18:24,67.1466866083163,66.83123,67.51362
2025-07-10 00:18:42,76.33790865342498,77.39421,75.19433
2025-07-10 00:19:00,72.79002701190618,72.25317,72.35942
2025-07-10 00:19:17,62.76529379351194,61.685223,63.340595
2025-07-10 00:19:37,58.980114429755,58.988457,59.59315
2025-07-10 00:19:55,61.98297830231324,62.100124,62.647865
2025-07-10 00:20:14,50.33678168943658,49.502987,50.53329
2025-07-10 00:20:34,49.72855760704864,49.751114,49.98596
2025-07-10 00:20:51,71.82538694721859,73.99808,71.73491
2025-07-10 00:21:08,76.31529957729988,76.18055,75.20204
2025-07-10 00:21:24,70.91881100813535,70.4415,70.81282
2025-07-10 00:21:43,70.20475815790313,70.17845,70.22842
2025-07-10 00:22:03,70.1784537584369,69.31884,70.20672
2025-07-10 00:22:22,74.29480961293783,74.75091,73.61908
2025-07-10 00:22:41,78.3888424914203,78.79306,76.713
2025-07-10 00:23:01,86.24886755477146,86.99828,81.96553
2025-07-10 00:23:17,77.56895364328494,76.335205,75.98227
2025-07-10 00:23:37,69.09293185748923,68.37443,69.23217
2025-07-10 00:23:54,66.85832434787235,66.9505,67.27273
2025-07-10 00:24:13,72.22085987826358,72.80645,71.97235
2025-07-10 00:24:29,77.9250140286684,78.56638,76.39786
2025-07-10 00:24:47,88.43345458323758,89.535484,83.32177
2025-07-10 00:25:02,92.15794265548917,92.52085,85.362785
2025-07-10 00:25:17,95.07841635649292,95.34463,86.89004
2025-07-10 00:25:32,95.95985919018494,96.04775,87.31897
2025-07-10 00:25:52,88.07573453502033,87.268585,82.92629
2025-07-10 00:26:12,91.45433375001136,91.900764,84.96362
2025-07-10 00:26:29,86.84415537613584,86.44492,82.24285
2025-07-10 00:26:48,89.19566738379591,89.501305,83.700386
2025-07-10 00:27:06,84.81914297440252,84.26714,80.9956
2025-07-10 00:27:25,79.45254327409883,78.99566,77.40846
2025-07-10 00:27:41,77.03710232544975,76.75731,75.68488
2025-07-10 00:27:58,76.75730930236693,65.834175,75.47627
2025-07-10 00:28:17,65.83417891606102,69.548836,68.62897
2025-07-10 00:28:32,69.54883737291732,56.50879,68.0283
2025-07-10 00:28:51,56.50878887295363,51.05376,59.641605
2025-07-10 00:29:07,51.0537588802714,50.68038,51.397762
