Timestamp,Chamber_Temperature,Gas_Flow_Rate,Vacuum_Pressure
2025-07-01 03:54:12,74.34149873070045,39.350802470660405,0.4073506675298679
2025-07-01 01:26:33,74.62609351674345,38.18139322531143,0.4802820035890161
2025-07-01 04:20:06,74.97294332673646,34.676196010300764,0.570860899980237
2025-07-01 07:54:15,69.51061855872658,57.63642583882336,0.5146479294221912
2025-07-01 04:07:21,76.93913671004479,44.2271214939733,0.477416832557794
2025-07-01 08:16:00,73.95100919822735,44.6838940737133,0.461428842127215
2025-07-01 07:22:21,74.25234817728365,62.56281235863656,0.4988803995832289
2025-07-01 00:16:03,68.92078008587316,37.72541286787705,0.4848673764662976
2025-07-01 02:13:54,77.93226565166805,38.89520878243761,0.448152375968233
2025-07-01 03:51:15,71.43899487574686,57.47865868725982,0.4566203325355267
2025-07-01 06:56:24,77.77542462286937,57.60938482749488,0.4854503524186603
2025-07-01 04:39:27,83.38317670318482,45.69153582384183,0.4674654625186167
2025-07-01 00:12:33,75.84913336291844,62.37130707788697,0.4364318716143802
2025-07-01 04:37:21,69.78250252452621,48.07385586242399,0.579370561337453
2025-07-01 00:01:45,75.69073778183788,54.504141613157046,0.4808275500261783
2025-07-01 06:36:54,78.0275646011792,45.10001630338656,0.4928492574262808
2025-07-01 06:38:18,70.76164025392482,50.997198461175465,0.4469844620893652
2025-07-01 00:05:21,75.10813315296782,50.63689955426889,0.4802426277466586
2025-07-01 01:05:45,62.8931012406136,53.533064398273694,0.4637725337732998
2025-07-01 08:07:39,70.84704739831362,65.7622428471714,0.5164156604761715
2025-07-01 02:23:48,68.86719710049017,59.47730112734108,0.502592594579289
2025-07-01 02:58:30,67.13862110137711,63.12062343782814,0.4822642046200995
2025-07-01 02:24:42,72.5429479165522,51.059722782595685,0.5491949048688035
2025-07-01 06:48:54,66.25418599070959,51.92784003588496,0.4858348899787001
2025-07-01 03:12:51,71.95431955571219,38.969353487714216,0.4227956460463407
2025-07-01 02:45:15,80.20956302088739,57.51904226653133,0.4511553100009921
2025-07-01 06:28:30,85.79009505428598,64.18307469925938,0.5058325530210324
2025-07-01 06:37:06,77.1802553738797,58.942490069679785,0.4690369688724478
2025-07-01 07:41:54,85.87977080917743,34.51769334209082,0.4845881803109663
2025-07-01 07:39:27,68.92721678838654,34.733213972341844,0.5456473444977279
2025-07-01 06:01:33,73.86704440736385,47.37909799637126,0.5109082581301756
2025-07-01 00:38:12,72.34994620610017,57.45932224523781,0.4665405862408567
2025-07-01 04:10:57,77.4389300875545,51.5650545384427,0.4801787096478748
2025-07-01 01:33:06,69.3413790570017,62.19230137592039,0.4459329692718915
2025-07-01 06:32:30,70.48900956513529,46.665313489618505,0.4505351947364939
2025-07-01 00:56:09,77.53966334981008,63.393961224391575,0.5145324182622856
2025-07-01 03:23:33,74.66989007026986,56.79706796632087,0.4978061305862312
2025-07-01 06:37:36,85.99418519130643,44.80654926840416,0.5276024640753388
2025-07-01 04:58:30,83.35829718324305,45.89829809768922,0.5649481231042827
2025-07-01 03:54:45,75.16012671684109,50.92974157091004,0.5603153868309609
2025-07-01 01:01:12,68.99232302630357,56.40153442357141,0.4768909846365725
2025-07-01 00:25:30,58.46050023751306,48.27513115826064,0.4777915058895546
2025-07-01 04:49:42,75.46280308585717,48.33943882183377,0.4715602951795622
2025-07-01 01:15:36,79.27867660430421,54.73710804907572,0.4678179625802369
2025-07-01 05:25:51,74.03860843594278,37.86410109663888,0.5283332608662635
2025-07-01 04:31:03,74.29431589241817,51.61355188231829,0.48801995071235
2025-07-01 05:00:15,75.81317234950089,49.1717709117722,0.4522505068226887
2025-07-01 03:10:51,76.3639669314299,58.49942886148695,0.5388083425802748
2025-07-01 04:25:27,85.69027605817003,56.35311783582069,0.4525020313625509
2025-07-01 06:15:21,75.36025425093328,42.85469617774108,0.3881062121319107
2025-07-01 00:36:45,70.9163103406755,61.36605886533167,0.5080778904582715
2025-07-01 01:43:21,71.97562800495409,30.655669123828098,0.4565097890912004
2025-07-01 08:02:12,65.51311334738591,56.336381650075445,0.4629566599311626
2025-07-01 01:51:36,76.22764086028084,44.1563446920703,0.4581383744225824
2025-07-01 07:50:36,79.28206753002895,31.24544761193541,0.5361993770317387
2025-07-01 05:39:27,76.8469743050997,43.44649098384762,0.526792887107585
2025-07-01 07:28:15,70.7075419987727,45.541401650744106,0.4233613228801329
2025-07-01 06:55:39,66.50961926040218,51.67706324115455,0.4626741118617492
2025-07-01 02:35:00,81.38816674903904,34.28237026772784,0.497550641401803
