Timestamp,real,predicted,error,abs_error,phase
2025-07-10 00:00:00,68.8476,70.10478,-1.2571821044921876,1.2571821044921876,Normal
2025-07-10 00:00:19,67.829834,69.01891,-1.1890792690429637,1.1890792690429637,Normal
2025-07-10 00:00:39,70.68536,73.613,-2.927638962402341,2.927638962402341,Normal
2025-07-10 00:00:59,76.84173,81.746086,-4.90435612060547,4.90435612060547,Normal
2025-07-10 00:01:18,79.168915,80.42329,-1.2543714379882829,1.2543714379882829,Normal
2025-07-10 00:01:38,76.69503,70.97847,5.71656015136719,5.71656015136719,Normal
2025-07-10 00:01:55,71.429016,69.029076,2.3999403774414105,2.3999403774414105,Normal
2025-07-10 00:02:14,67.67951,68.97831,-1.2987996313476629,1.2987996313476629,Normal
2025-07-10 00:02:32,65.685005,67.993744,-2.308738896484371,2.308738896484371,Normal
2025-07-10 00:02:51,66.70741,69.19997,-2.492556430664066,2.492556430664066,Normal
2025-07-10 00:03:11,68.047485,71.51483,-3.4673465429687558,3.4673465429687558,Normal
2025-07-10 00:03:27,70.33888,72.82824,-2.4893594409179656,2.4893594409179656,Normal
2025-07-10 00:03:43,73.07965,75.1761,-2.096451684570312,2.096451684570312,Normal
2025-07-10 00:03:58,75.207565,77.562805,-2.355240175781248,2.355240175781248,Normal
2025-07-10 00:04:16,76.80507,77.79517,-0.9901036450195306,0.9901036450195306,Normal
2025-07-10 00:04:32,77.511406,77.81545,-0.3040465756835999,0.3040465756835999,Normal
2025-07-10 00:04:52,76.90268,76.918365,-0.0156854785156213,0.0156854785156213,Normal
2025-07-10 00:05:07,75.40746,74.225006,1.1824538964843754,1.1824538964843754,Normal
2025-07-10 00:05:22,73.05907,71.45204,1.607028374023443,1.607028374023443,Normal
2025-07-10 00:05:37,72.58153,72.88182,-0.3002906787109367,0.3002906787109367,Normal
2025-07-10 00:05:52,73.91355,76.34616,-2.4326108886718742,2.4326108886718742,Normal
2025-07-10 00:06:12,77.43434,79.80986,-2.3755202294921816,2.3755202294921816,Normal
2025-07-10 00:06:32,79.91462,80.53396,-0.6193384350585944,0.6193384350585944,Normal
2025-07-10 00:06:51,81.58391,81.11975,0.464159023437503,0.464159023437503,Normal
2025-07-10 00:07:11,81.6509,80.87644,0.7744580444335867,0.7744580444335867,Normal
2025-07-10 00:07:31,80.65155,79.25172,1.399833386230469,1.399833386230469,Normal
2025-07-10 00:07:51,78.71112,76.441986,2.269133916015619,2.269133916015619,Normal
2025-07-10 00:08:07,75.50314,72.892166,2.6109738623046894,2.6109738623046894,Normal
2025-07-10 00:08:27,72.11765,70.44155,1.6760987915039038,1.6760987915039038,Normal
2025-07-10 00:08:45,67.38444,67.5727,-0.1882605004882833,0.1882605004882833,Normal
2025-07-10 00:09:04,63.514603,66.16537,-2.6507641264648427,2.6507641264648427,Normal
2025-07-10 00:09:22,62.277718,67.302025,-5.024306841308594,5.024306841308594,Normal
2025-07-10 00:09:37,64.371,69.40302,-5.032022766113286,5.032022766113286,Normal
2025-07-10 00:09:56,69.67729,74.46473,-4.787439309082032,4.787439309082032,Normal
2025-07-10 00:10:15,74.47097,78.83916,-4.368187104492193,4.368187104492193,Normal
2025-07-10 00:10:34,78.7395,80.43585,-1.6963520507812433,1.6963520507812433,Normal
2025-07-10 00:10:54,82.15416,82.46193,-0.307769321289058,0.307769321289058,Normal
2025-07-10 00:11:14,84.17469,83.039696,1.1349942602539045,1.1349942602539045,Normal
2025-07-10 00:11:29,84.24154,81.86276,2.378777548828125,2.378777548828125,Normal
2025-07-10 00:11:49,82.54293,80.30526,2.2376702954101546,2.2376702954101546,Normal
2025-07-10 00:12:08,79.442085,76.92749,2.514594765625006,2.514594765625006,Normal
2025-07-10 00:12:28,75.04493,71.76784,3.277092475585931,3.277092475585931,Normal
2025-07-10 00:12:46,70.03129,68.3271,1.704187338867186,1.704187338867186,Normal
2025-07-10 00:13:01,67.39656,68.685646,-1.2890860571289124,1.2890860571289124,Normal
2025-07-10 00:13:16,67.66567,70.71583,-3.050157941894525,3.050157941894525,Normal
2025-07-10 00:13:32,70.84223,74.363365,-3.521135173339843,3.521135173339843,Normal
2025-07-10 00:13:52,73.62474,75.96908,-2.344338063964841,2.344338063964841,Normal
2025-07-10 00:14:10,75.2223,76.02456,-0.8022590209960896,0.8022590209960896,Normal
2025-07-10 00:14:26,75.830734,76.21737,-0.386635079589837,0.386635079589837,Normal
2025-07-10 00:14:44,75.386795,75.38663,0.0001678027343814,0.0001678027343814,Normal
2025-07-10 00:15:03,80.1028481273636,73.280174,-1.4841117115035871,1.4841117115035871,Drift
2025-07-10 00:15:18,82.46004161297648,72.868866,-0.8226045662227364,0.8226045662227364,Drift
2025-07-10 00:15:34,82.51133828928764,74.072044,2.480675752666542,2.480675752666542,Drift
2025-07-10 00:15:50,83.51404647023355,77.50716,1.556618491717927,1.556618491717927,Drift
2025-07-10 00:16:07,87.81197686956679,79.82578,0.1108355121449164,0.1108355121449164,Drift
2025-07-10 00:16:22,82.69510455291552,81.299194,3.67829699676318,3.67829699676318,Drift
2025-07-10 00:16:40,89.64168866457501,81.54414,4.64526685061017,4.64526685061017,Drift
2025-07-10 00:16:56,88.41048310762321,80.691345,0.6593005514708636,0.6593005514708636,Drift
2025-07-10 00:17:12,91.18853968025876,79.00777,6.254640754477506,6.254640754477506,Drift
2025-07-10 00:17:30,91.7909914552226,76.00313,6.287329345847596,6.287329345847596,Drift
2025-07-10 00:17:50,91.0210323551508,72.522354,4.5047207096429815,4.5047207096429815,Drift
2025-07-10 00:18:10,87.56797841245114,67.79176,5.655228168310515,5.655228168310515,Drift
2025-07-10 00:18:28,87.11041474951642,64.86092,3.927942520512517,3.927942520512517,Drift
2025-07-10 00:18:46,86.30202807903132,64.260956,1.1952852201445978,1.1952852201445978,Drift
2025-07-10 00:19:01,87.00711500708184,64.98484,3.60174238745293,3.60174238745293,Drift
2025-07-10 00:19:19,88.27231274143082,69.21486,3.506390195044105,3.506390195044105,Drift
2025-07-10 00:19:38,84.19661756719333,74.418564,2.3326649304745786,2.3326649304745786,Drift
2025-07-10 00:19:53,92.3730353788398,78.46666,3.861080117609333,3.861080117609333,Drift
2025-07-10 00:20:10,92.25436658107996,81.625885,3.963480655786995,3.963480655786995,Drift
2025-07-10 00:20:26,92.57383007051908,83.615005,9.356094779991736,9.356094779991736,Drift
2025-07-10 00:20:42,95.39633579261726,83.92373,7.638035011367265,7.638035011367265,Drift
2025-07-10 00:21:00,96.28333975149138,82.50059,6.544593108424976,6.544593108424976,Drift
2025-07-10 00:21:17,95.266920467477,79.95647,11.348089595894962,11.348089595894962,Drift
2025-07-10 00:21:32,88.71653804976725,75.56613,7.2203527470328766,7.2203527470328766,Drift
2025-07-10 00:21:50,88.18247032543186,70.44266,2.415967945060771,2.415967945060771,Drift
2025-07-10 00:22:09,93.30157172384575,67.77798,3.2666062087090357,3.2666062087090357,Drift
2025-07-10 00:22:24,89.75356382540994,67.73105,6.7011193674021285,6.7011193674021285,Drift
2025-07-10 00:22:41,88.00362758605547,70.56684,6.124912070918754,6.124912070918754,Drift
2025-07-10 00:22:56,89.81186589631054,73.55438,1.327155202951161,1.327155202951161,Drift
2025-07-10 00:23:16,89.14723639820846,75.300964,3.593342355239713,3.593342355239713,Drift
2025-07-10 00:23:34,89.24828398265993,76.04071,7.188339829827896,7.188339829827896,Drift
2025-07-10 00:23:52,92.03090380059294,75.721054,3.778439506159344,3.778439506159344,Drift
2025-07-10 00:24:09,91.46153322431157,79.86981,4.2954413053662535,4.2954413053662535,Drift
2025-07-10 00:24:27,91.5791216357845,82.015366,8.55359368168294,8.55359368168294,Drift
2025-07-10 00:24:45,87.02429473523665,82.333244,4.171496273322589,4.171496273322589,Drift
2025-07-10 00:25:05,90.9115097606637,83.17376,2.7717850292183925,2.7717850292183925,Drift
2025-07-10 00:25:25,87.70941764396213,86.73309,4.1656554369308765,4.1656554369308765,Drift
2025-07-10 00:25:40,83.88143426647528,82.84888,7.388804261592469,7.388804261592469,Drift
2025-07-10 00:25:57,83.91874343905982,88.60744,0.7295420840793554,0.7295420840793554,Drift
2025-07-10 00:26:15,82.05958902642396,88.061424,-0.2166560907635357,0.2166560907635357,Drift
2025-07-10 00:26:33,80.69460100833865,90.300026,6.906423518104276,6.906423518104276,Drift
2025-07-10 00:26:51,82.2500848114839,91.19627,0.5211495697846829,0.5211495697846829,Drift
2025-07-10 00:27:08,85.77203003632522,90.656136,-1.050121147756812,1.050121147756812,Drift
2025-07-10 00:27:27,88.48362004802183,87.24249,4.250976920580428,4.250976920580428,Drift
2025-07-10 00:27:45,89.21063341887063,86.64267,5.202080867601097,5.202080867601097,Drift
2025-07-10 00:28:02,92.82823458595598,85.902176,4.371233853534108,4.371233853534108,Drift
2025-07-10 00:28:18,94.47386462294496,86.448326,7.234904356831677,7.234904356831677,Drift
2025-07-10 00:28:38,93.71553458768156,87.61304,9.466396709263591,9.466396709263591,Drift
2025-07-10 00:28:55,92.9828536743398,84.43313,6.9990661377187,6.9990661377187,Drift
2025-07-10 00:29:11,89.4455284111697,91.00281,5.014307402868923,5.014307402868923,Drift
