timestamp,actual,predicted,error
2025-07-10 03:00:00.000000000,310.20886,305.53867,4.670189999999991
2025-07-10 03:00:00.450112528,309.0626443254493,303.81799692700025,5.244647398449047
2025-07-10 03:00:00.900225056,307.9320846625457,302.11867699064265,5.8134076719030645
2025-07-10 03:00:01.350337584,306.8171039683538,300.4408731590177,6.376230809336107
2025-07-10 03:00:01.800450112,305.71762519993786,298.78474840021573,6.9328767997221235
2025-07-10 03:00:02.250562640,304.63357131436214,297.15046568232714,7.483105632035006
2025-07-10 03:00:02.700675168,303.56486526869116,295.5381879734423,8.026677295248874
2025-07-10 03:00:03.150787696,302.5114300199893,293.94807824165156,8.563351778337733
2025-07-10 03:00:03.600900225,301.4731885253208,292.38029945504536,9.092889070275419
2025-07-10 03:00:04.051012753,300.4500637417501,290.83501458171406,9.615049160036051
2025-07-10 03:00:04.501125281,299.4419786263416,289.3123865897482,10.129592036593408
2025-07-10 03:00:04.951237809,298.44885613615975,287.81257844723814,10.63627768892161
2025-07-10 03:00:05.401350337,297.4706192282687,286.335753122274,11.13486610599466
2025-07-10 03:00:05.851462865,296.50719085973293,284.8820735829464,11.625117276786511
2025-07-10 03:00:06.301575393,295.55849398761677,283.4517027973456,12.106791190271167
2025-07-10 03:00:06.751687921,294.62445156898474,282.04480373356216,12.579647835422577
2025-07-10 03:00:07.201800450,293.704986560901,280.6615393596864,13.043447201214576
2025-07-10 03:00:07.651912978,292.8000219204301,279.30207264380863,13.497949276621455
2025-07-10 03:00:08.102025506,291.90948060463626,277.9665665540193,13.942914050616935
2025-07-10 03:00:08.552138034,291.033285570584,276.65518405840885,14.378101512175135
2025-07-10 03:00:09.002250562,290.17135977533763,275.36808812506763,14.803271650270005
2025-07-10 03:00:09.452363090,289.32362617596146,274.10544172208597,15.218184453875494
2025-07-10 03:00:09.902475618,288.49000772951985,272.8674078175544,15.622599911965438
2025-07-10 03:00:10.352588147,287.6704273930772,271.654149379563,16.01627801351418
2025-07-10 03:00:10.802700675,286.86480812369814,270.46582937620263,16.398978747495505
2025-07-10 03:00:11.252813203,286.07307287844657,269.3026107755634,16.770462102883187
2025-07-10 03:00:11.702925731,285.29514461438714,268.1646565457356,17.130488068651516
2025-07-10 03:00:12.153038259,284.5309462885841,267.0521296548098,17.47881663377433
2025-07-10 03:00:12.603150787,283.78040085810204,265.96519307087635,17.815207787225688
2025-07-10 03:00:13.053263315,283.0434312800051,264.9040097620256,18.139421517979486
2025-07-10 03:00:13.503375843,282.31996051135775,263.868742696348,18.451217815009727
2025-07-10 03:00:13.953488372,281.6099115092242,262.85955484193386,18.75035666729036
2025-07-10 03:00:14.403600900,280.9132072306692,261.87660916687366,19.03659806379551
2025-07-10 03:00:14.853713428,280.2297706327567,260.92006863925775,19.309701993498948
2025-07-10 03:00:15.303825956,279.5595246725514,259.9900962271766,19.569428445374797
2025-07-10 03:00:15.753938484,278.90239230711745,259.0868548987204,19.815537408397063
2025-07-10 03:00:16.204051012,278.25829649351925,258.2105076219796,20.047788871539638
2025-07-10 03:00:16.654163540,277.6271601888213,257.3612173650448,20.26594282377647
2025-07-10 03:00:17.104276069,277.0089063500878,256.5391470960062,20.469759254081566
2025-07-10 03:00:17.554388597,276.4034579343832,255.7444597829542,20.65899815142899
2025-07-10 03:00:18.004501125,275.81073789877195,254.9773183939793,20.83341950479266
2025-07-10 03:00:18.454613653,275.2306692003182,254.23788589717168,20.992783303146496
2025-07-10 03:00:18.904726181,274.66317479608654,253.5263252606218,21.136849535464734
2025-07-10 03:00:19.354838709,274.10817764314123,252.84279945242025,21.26537819072098
2025-07-10 03:00:19.804951237,273.5656006985467,252.18747144065722,21.37812925788947
2025-07-10 03:00:20.255063765,273.0353669193673,251.56050419342318,21.474862725944092
2025-07-10 03:00:20.705176294,272.51739926266725,250.96206067880848,21.55533858385877
2025-07-10 03:00:21.155288822,272.01162068551116,250.39230386490354,21.619316820607622
2025-07-10 03:00:21.605401350,271.51795414496337,249.85139671979871,21.666557425164655
